case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,c1,c1a,qnco1,qnco3,partycbs,pphl3,age30,age50,age65,age5,degree,income3,income10,married,parents,cbsrace,cbsreli6,cbsreli2,cbschris,sumo1,sumo2,su3rot,sumo3,su4rot,sumo4,su5rot,sumo5,sumo6,sumo9,sumo7,su8rot,sumo8,sumo10,sumo11,su12rot,sumo12,su13rot,sumo13
10000130,803,.6786,VA,D,Non-Metro,South,South Atlantic,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,63, ,Graduate school or more,"$100,000 to under $150,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Somewhat conservative,Yes,None,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,2, , ,Republicans,Conservative,30+,50+,18-64,55-64,Post grad,$100k+,$100k+,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Don't know/no answer,small/big,Small screen,in theater/at home,More at home,Prejudice played a role,Won't watch, ,41253,Sausage,Yes,Yes,men/women,Women more romantic,size/quality,Quality
10000131,803,1.4909,PA,B,Center City County (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Three,Two,One,One,One,None,None,Refused, , , , , , , , , , , , , , ,Yes,52, ,Some college,"$40,000 but less than $50,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Somewhat conservative,Yes,None,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Republicans,Conservative,30+,50+,18-64,45-54,No degree,Under $50k,Under $100k,Married,Yes,White,Catholic,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Too many,big/small,Big screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",13452,Sausage,Yes,Yes,women/men,Men more romantic,quality/size,Size
10000132,803,.5195,OH,B,Center City (Metro),North Central,East North Central,Rented,Divorced,Retired,One,One,None,One, , , , , , , , , , , , , , , , , , , ,60, ,High school graduate,"Less than $15,000",Black Non-Hispanic,Male Republican/Democrat,Refused,d3 1-5 asked,Refused,Yes,None,Female,Jehovah's Witness,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Don't know/no answer,30+,50+,18-64,55-64,No degree,Under $50k,Under $100k,Not married,No,Black,Other,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Big screen,at home/in theater,More at home,Prejudice played a role,Won't watch, ,35412,Sausage,Yes,Yes,men/women,Women more romantic,size/quality,Quality
10000133,803,1.6614,OK,D,Non-Metro,South,West South Central,Owned,Married,Part-time,Five,Two,One,One,None,Two,One, , , , , ,Refused,Refused, , , ,Refused, , , , ,Yes,60, ,Less than high school graduate,Don't know,White Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Moderate,No,None,Male,Seventh-Day Adventist,Landline in language,"Yes, respondent or someone in household has cell phone", ,1,Another Country,35,Democrats,Moderate,30+,50+,18-64,55-64,No degree,Don't know/no answer,Don't know/no answer,Married,Yes,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Don't know/no answer,big/small,Small screen,in theater/at home,Don't know/no answer,Quality of work,Won't watch, ,14352,Onions,No,No,women/men,Women more romantic,quality/size,Size
10000134,803,.25,MA,A,Surburban (Metro),North East,New England,Owned,Divorced,Retired,One,One,None,One, , , , , , , , , , , , , , , , , , , ,92, ,High school graduate,"$15,000 but less than $25,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Don't know,No,None,Female,Protestant,Landline,No, , , , ,Democrats,Don't know/no answer,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Don't know/no answer,small/big,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,41235,Pepperoni,Yes,No,women/men,Women more romantic,quality/size,Quality
10000135,803,1.1569,SC,B,Center City County (Metro),South,South Atlantic,Owned,Married,Full-time,Four,Two,One,One,None,One,One, , , , , ,Refused, , , , ,Refused, , , , ,Yes,56, ,Graduated college,"$50,000 but less than $75,000",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Very conservative,Yes,None,Male,Methodist,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Republicans,Conservative,30+,50+,18-64,55-64,College,$50k but under $100k,Under $100k,Married,Yes,White,Protestant,Religious,Yes,Wouldn't matter much,Frequently,too many/too few,Right amount,big/small,Big screen,in theater/at home,More at home,Quality of work,Won't watch, ,15423,Pepperoni,Yes,Yes,women/men,Men more romantic,size/quality,Size
10000136,803,.4162,IN,B,Surburban (Metro),North Central,East North Central,Rented,"Single, living with a partner",Disabled/Handicapped,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,49, ,Some college,"$15,000 but less than $25,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Somewhat conservative,Yes,None,Female,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,2, , ,Democrats,Conservative,30+,18-49,18-64,45-54,No degree,Under $50k,Under $100k,Not married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,big/small,Small screen,in theater/at home,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",15423,Pepperoni,Yes,No,women/men,Men more romantic,quality/size,Quality
10000137,803,.3239,NC,D,Non-Metro,South,South Atlantic,Owned,"Single, that is never married",Part-time,One,One,None,One, , , , , , , , , , , , , , , , , , , ,66, ,Graduate school or more,"$30,000 but less than $40,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Very liberal,Yes,None,Female,Buddhist,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Liberal,30+,50+,65+,65+,Post grad,Under $50k,Under $100k,Not married,No,White,Other,Religious,No,Wouldn't matter much,Sometimes,too few/too many,Too many,small/big,Small screen,in theater/at home,More at home,Don't know/no answer,Won't watch, ,23451,Don't eat pizza,No,Yes,men/women,Don't know/no answer,quality/size,Quality
10000138,803,2.4591,MA,A,Center City County (Metro),North East,New England,Rented,Married,Part-time,Four,Three,Two,One,One,None,None,16, , , , , , , , , , , , , , ,Yes,40, ,High school graduate,"$15,000 but less than $25,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Don't know,Yes,None,Female,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Democrats,Don't know/no answer,30+,18-49,18-64,35-44,No degree,Under $50k,Under $100k,Married,Yes,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,big/small,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",43521,Sausage,No,Yes,men/women,Don't know/no answer,quality/size,Quality
10000139,803,.4838,SC,C,Non-Metro,South,South Atlantic,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,59, ,Graduate school or more,Refused,Refused,Male Democrat/Republican,An Independent,d3 1-5 asked,Somewhat liberal,Yes,None,Female,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", ,5, , ,Independents,Liberal,30+,50+,18-64,55-64,Post grad,Don't know/no answer,Don't know/no answer,Married,No,Don't know/No answer,None,Non-religious,No,Wouldn't matter much,Don't know/no answer,too few/too many,Don't know/no answer,small/big,Small screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",24135,Don't know/no answer,Don't know/no answer,Don't know/no answer,women/men,Don't know/no answer,quality/size,Quality
10000141,803,.4628,VA,A,Surburban (Metro),South,South Atlantic,Rented,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,74, ,High school graduate,"Less than $15,000",Black Non-Hispanic,Male Democrat/Republican,Refused,d3 5-1 asked,Refused,No,None,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,2, , ,Independents,Don't know/no answer,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,small/big,Small screen,at home/in theater,More at home,Prejudice played a role,Will watch,"Yes, will eat pizza",54312,Sausage,Yes,No,men/women,Women more romantic,quality/size,Quality
10000142,803,1.1142,GA,A,Surburban (Metro),South,South Atlantic,Owned,"Single, that is never married",Full-time,Two,Two,Two,None, , , , , , , , , , , , , , , , , , , ,30, ,High school graduate,"$75,000 but less than $100,000",White Non-Hispanic,Male Republican/Democrat,Don't know,d3 5-1 asked,Very conservative,No,None,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Conservative,30+,18-49,18-64,18-34,No degree,$50k but under $100k,Under $100k,Not married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,big/small,Big screen,in theater/at home,More at a theater,Don't know/no answer,Won't watch, ,13425,Mushrooms,No,Yes,women/men,Women more romantic,size/quality,Quality
10000143,803,.7371,NY,C,Non-Metro,North East,Mid Atlantic,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,69, ,High school graduate,"$40,000 but less than $50,000",White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 5-1 asked,Moderate,Yes,None,Female,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Democrats,Moderate,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Don't know/no answer,too few/too many,Don't know/no answer,small/big,Small screen,in theater/at home,More at home,Quality of work,Won't watch, ,15342,Mushrooms,No,No,women/men,Don't know/no answer,size/quality,Quality
10000144,803,.3505,OH,C,Non-Metro,North Central,East North Central,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,Refused,65+,High school graduate,"$200,000 to under $250,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,None,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,3, , ,Independents,Moderate,30+,50+,65+,65+,No degree,$100k+,$100k+,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Too many,small/big,Small screen,in theater/at home,More at home,Prejudice played a role,Will watch,"Yes, will eat pizza",54321,Pepperoni,No,No,men/women,Women more romantic,quality/size,Quality
10000145,803,.9013,GA,B,Center City (Metro),South,South Atlantic,Owned,Married,Other not employed,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,70, ,High school graduate,"$15,000 but less than $25,000",Black Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Very conservative,Yes,None,Male,Christian (Just Christian),Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Conservative,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Never,too many/too few,Don't know/no answer,big/small,Don't know/no answer,at home/in theater,Don't know/no answer,Don't know/no answer,Will watch,"No, won't eat pizza",51342,Onions,Don't know/no answer,No,women/men,Men more romantic,size/quality,Don't know/no answer
10000148,803,.6578,MA,A,Surburban (Metro),North East,New England,Rented,"Single, living with a partner",Temporarily unemployed,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,27, ,High school graduate,"$15,000 but less than $25,000",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 5-1 asked,Somewhat conservative,No,None,Male,Christian (Just Christian),Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Republicans,Conservative,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Small screen,in theater/at home,More at home,Quality of work,Will watch,"Yes, will eat pizza",41253,Onions,No,Yes,women/men,Women more romantic,quality/size,Quality
10000149,803,.3079,TN,B,Center City (Metro),South,East South Central,Owned,Widowed,Retired,One,One,One,None, , , , , , , , , , , , , , , , , , , ,68, ,Less than high school graduate,"$15,000 but less than $25,000",Black Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Male,Non-denominational or Independent Church,Landline,No, , , , ,Independents,Conservative,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,small/big,Small screen,at home/in theater,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",23514,Pepperoni,No,No,men/women,Women more romantic,quality/size,Quality
10000151,803,.25,PA,A,Surburban (Metro),North East,Mid Atlantic,Don't know,Widowed,Retired,One,One,None,One, , , , , , , , , , , , , , , , , , , ,74, ,Some college,"$15,000 but less than $25,000",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Very conservative,Yes,None,Female,Christian (Just Christian),Landline,No, , , , ,Republicans,Conservative,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Never,too few/too many,Don't know/no answer,small/big,Small screen,at home/in theater,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",45213,Mushrooms,No,No,women/men,Don't know/no answer,quality/size,Don't know/no answer
10000152,803,.7394,FL,B,Center City (Metro),South,South Atlantic,Owned,Married,Full-time,Four,Three,One,Two,One,None,None,15, , , , , , , , , , , , , , ,Yes,51, ,Some college,"$75,000 but less than $100,000",White Hispanic,Male Democrat/Republican,A Republican,d3 5-1 asked,Somewhat conservative,Yes,None,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,2,United States, ,Republicans,Conservative,30+,50+,18-64,45-54,No degree,$50k but under $100k,Under $100k,Married,Yes,White,Catholic,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Too many,big/small,Small screen,in theater/at home,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",15234,Sausage,Yes,No,men/women,Women more romantic,quality/size,Quality
10000153,803,.6744,FL,B,Surburban (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,55, ,Graduated college,"$40,000 but less than $50,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,One,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Moderate,30+,50+,18-64,55-64,College,Under $50k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Never,too many/too few,Right amount,small/big,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",34251,Mushrooms,Yes,Yes,men/women,Men more romantic,size/quality,Quality
10000154,803,.6974,RI,B,Center City County (Metro),North East,New England,Rented,Divorced,Full-time,Two,One,None,One,None,One,None, , , , , ,7, , , , , , , , , ,Yes,29, ,Graduated college,"$50,000 but less than $75,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Moderate,Yes,None,Female,Agnostic,Landline,"Yes, respondent or someone in household has cell phone", ,1, , ,Independents,Moderate,18-29,18-49,18-64,18-34,College,$50k but under $100k,Under $100k,Not married,Yes,White,None,Non-religious,No,Wouldn't matter much,Don't know/no answer,too few/too many,Don't know/no answer,small/big,Small screen,at home/in theater,More at home,Don't know/no answer,Will watch,"Yes, will eat pizza",35214,Pepperoni,Yes,Yes,men/women,Women more romantic,quality/size,Quality
10000155,803,.7706,GA,A,Center City County (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,80, ,High school graduate,Refused,White Non-Hispanic,Male Republican/Democrat,Other,d3 5-1 asked,Moderate,Yes,None,Female,Protestant,Landline,No, , , , ,Independents,Moderate,30+,50+,65+,65+,No degree,Don't know/no answer,Don't know/no answer,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,small/big,Small screen,in theater/at home,Don't know/no answer,Don't know/no answer,Will watch,"No, won't eat pizza",32514,Pepperoni,No,No,men/women,Men more romantic,size/quality,Quality
10000158,803,.3424,PA,A,Surburban (Metro),North East,Mid Atlantic,Owned,"Single, living with a partner",Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,64, ,Graduated college,"$50,000 but less than $75,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Very conservative,Yes,Three,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", ,2, , ,Democrats,Conservative,30+,50+,18-64,55-64,College,$50k but under $100k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Don't know/no answer,small/big,Small screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",15342,Mushrooms,Yes,Yes,women/men,Women more romantic,quality/size,Quality
